x,y,z
10.971791370788745,19.00370010425189,5.471149660181604
11.285286528992176,19.546689646187072,5.210827374564217
10.280977636752429,17.807175618334615,4.370578514148972
11.751510408017424,20.354213092360652,-0.41024675435313773
9.812619596713583,16.995955696853958,-0.6853284540940833
12.54026410295596,21.72037456665188,-1.3144147865175215
11.28013279050199,19.537763109273147,-1.577567448678516
11.372444277851947,19.697651295485528,-1.9899199017846179
10.103495619264994,17.499767746616552,-5.794261497717134
10.09587010330675,17.486559965542945,-6.173234493204177
10.684252451275109,19.274901651476064,1.5410496836628098
13.589785043919319,24.516621203103814,1.4690518202254652
11.389284023783135,20.546812277254656,0.82036854357075
11.623525583327199,20.9693952369414,0.4184929202697837
11.567169691381405,20.867726516580273,-0.0
11.352860215252896,20.48110198723724,-2.0487352683398283
11.333796576866089,20.446710273198214,-2.4571088776311307
11.200926597622196,20.20700648540031,-2.8367854030947264
11.057709671582872,19.94863631146219,-5.686761469449845
11.007909302436898,19.85879406729271,-6.083956020601048
11.486676832188309,21.603297117177117,0.4270773904291639
11.488426575201155,21.606587905168936,-0.0
13.17589401339247,24.780252575585518,-0.489882889021688
11.684389426744406,21.975140426291063,-2.177451620277409
11.726162608483248,22.053704354729025,-2.6252268534690497
11.147171207553264,20.964779903792053,-5.920064504093941
10.50441139233219,19.75592450844466,-5.995354719330159
10.752253348586594,21.102485379788984,3.7511569731536447
10.889782041122373,21.37240063656809,3.3711257364734957
10.844855951166739,21.284228220449894,2.089915876748669
10.859763104394595,21.31348515598206,1.6726971440762155
10.879649910505076,21.352515210575437,0.8368583635420213
10.884623505673911,21.36227644070392,0.4184929202697837
12.74853505681761,25.020408832310945,-2.9514384743143167
10.805136847299014,21.206275089929846,-2.9223166212784872
10.780336995482951,21.157602640220674,-3.3372450758054204
10.616260495096697,20.835584376856087,-5.830366557062215
9.679810090971957,19.84655181527784,3.1033260284358817
9.485188015285877,19.447517425842534,1.513030598505304
10.290493513415116,21.098638382301843,1.230240440582902
10.298338337583873,21.114722655431557,0.82036854357075
9.912409365833883,20.323451002075807,0.39469237504117044
9.913919303762992,20.326546833612404,-0.0
10.419384509342597,21.36290408639694,-2.0794662973649256
11.125014284935121,22.80965952602703,-2.6673427922947566
10.278439294581547,21.073923571120137,-2.8789158793783116
10.204331820039403,20.921980731376642,-3.2714865521442302
9.84648950238523,20.18829525281065,-5.185654295460043
9.852914927471923,20.20146932654968,-5.603944554846207
10.590660307610387,22.711744322436363,3.076936548330259
12.009695896837222,25.75487596398267,2.9867850428689793
8.585438890442648,18.411533116166165,1.7773216216794236
9.959179343154767,21.35752902399124,1.6478551072830043
