282,-35,-30
308,-34,-30
306,-33,-30
30,-32,-30
34,-31,-30
8,-30,-30
7,-29,-30
7,-28,-30
7,-27,-30
7,-26,-30
10,-25,-30
7,-24,-30
7,-23,-30
7,-22,-30
7,-21,-30
7,-20,-30
7,-19,-30
47,-18,-30
7,-17,-30
47,-16,-30
7,-15,-30
8,-14,-30
7,-13,-30
7,-12,-30
7,-11,-30
7,-10,-30
7,-9,-30
7,-8,-30
107,-7,-30
287,-6,-30
288,-5,-30
271,-4,-30
322,-3,-30
251,-2,-30
248,-1,-30
253,0,-30
264,1,-30
263,2,-30
279,3,-30
306,4,-30
327,5,-30
216,6,-30
143,7,-30
196,8,-30
148,9,-30
52,10,-30
52,11,-30
130,12,-30
207,13,-30
207,14,-30
244,15,-30
284,16,-30
284,17,-30
320,18,-30
361,19,-30
359,20,-30
392,21,-30
408,22,-30
409,23,-30
432,24,-30
451,25,-30
533,-35,-29
508,-34,-29
379,-33,-29
379,-32,-29
187,-31,-29
207,-30,-29
206,-29,-29
48,-28,-29
8,-27,-29
7,-26,-29
7,-25,-29
7,-24,-29
7,-23,-29
10,-22,-29
7,-21,-29
7,-20,-29
7,-19,-29
7,-18,-29
7,-17,-29
7,-16,-29
47,-15,-29
7,-14,-29
7,-13,-29
7,-12,-29
9,-11,-29
8,-10,-29
7,-9,-29
10,-8,-29
259,-7,-29
276,-6,-29
274,-5,-29
306,-4,-29
231,-3,-29
231,-2,-29
182,-1,-29
187,0,-29
187,1,-29
230,2,-29
264,3,-29
264,4,-29
276,5,-29
287,6,-29
287,7,-29
187,8,-29
154,9,-29
115,10,-29
73,11,-29
166,12,-29
167,13,-29
215,14,-29
251,15,-29
292,16,-29
291,17,-29
374,18,-29
364,19,-29
363,20,-29
387,21,-29
406,22,-29
404,23,-29
428,24,-29
455,25,-29
530,-35,-28
509,-34,-28
507,-33,-28
365,-32,-28
199,-31,-28
157,-30,-28
198,-29,-28
8,-28,-28
8,-27,-28
8,-26,-28
7,-25,-28
7,-24,-28
7,-23,-28
7,-22,-28
7,-21,-28
7,-20,-28
9,-19,-28
7,-18,-28
7,-17,-28
52,-16,-28
8,-15,-28
47,-14,-28
8,-13,-28
7,-12,-28
7,-11,-28
7,-10,-28
90,-9,-28
92,-8,-28
276,-7,-28
276,-6,-28
276,-5,-28
260,-4,-28
183,-3,-28
182,-2,-28
7,-1,-28
10,0,-28
8,1,-28
163,2,-28
244,3,-28
245,4,-28
275,5,-28
303,6,-28
284,7,-28
164,8,-28
78,9,-28
119,10,-28
128,11,-28
195,12,-28
194,13,-28
237,14,-28
258,15,-28
256,16,-28
286,17,-28
317,18,-28
387,19,-28
356,20,-28
392,21,-28
392,22,-28
417,23,-28
473,24,-28
460,25,-28
536,-35,-27
513,-34,-27
507,-33,-27
363,-32,-27
197,-31,-27
194,-30,-27
155,-29,-27
47,-28,-27
7,-27,-27
7,-26,-27
7,-25,-27
10,-24,-27
8,-23,-27
7,-22,-27
7,-21,-27
7,-20,-27
7,-19,-27
7,-18,-27
7,-17,-27
7,-16,-27
7,-15,-27
7,-14,-27
7,-13,-27
7,-12,-27
7,-11,-27
9,-10,-27
234,-9,-27
234,-8,-27
275,-7,-27
276,-6,-27
275,-5,-27
314,-4,-27
187,-3,-27
187,-2,-27
7,-1,-27
7,0,-27
7,1,-27
163,2,-27
249,3,-27
249,4,-27
275,5,-27
284,6,-27
284,7,-27
219,8,-27
87,9,-27
86,10,-27
139,11,-27
100,12,-27
195,13,-27
236,14,-27
272,15,-27
272,16,-27
310,17,-27
349,18,-27
347,19,-27
431,20,-27
401,21,-27
400,22,-27
421,23,-27
443,24,-27
442,25,-27
545,-35,-26
520,-34,-26
502,-33,-26
359,-32,-26
207,-31,-26
207,-30,-26
183,-29,-26
8,-28,-26
7,-27,-26
8,-26,-26
47,-25,-26
7,-24,-26
7,-23,-26
7,-22,-26
7,-21,-26
7,-20,-26
7,-19,-26
7,-18,-26
7,-17,-26
7,-16,-26
7,-15,-26
7,-14,-26
7,-13,-26
48,-12,-26
8,-11,-26
103,-10,-26
59,-9,-26
263,-8,-26
279,-7,-26
279,-6,-26
279,-5,-26
295,-4,-26
295,-3,-26
231,-2,-26
47,-1,-26
8,0,-26
47,1,-26
7,2,-26
47,3,-26
236,4,-26
280,5,-26
279,6,-26
291,7,-26
280,8,-26
280,9,-26
131,10,-26
136,11,-26
135,12,-26
207,13,-26
287,14,-26
247,15,-26
275,16,-26
306,17,-26
306,18,-26
340,19,-26
375,20,-26
401,21,-26
399,22,-26
479,23,-26
442,24,-26
442,25,-26
501,-35,-25
519,-34,-25
499,-33,-25
355,-32,-25
352,-31,-25
210,-30,-25
227,-29,-25
11,-28,-25
8,-27,-25
7,-26,-25
7,-25,-25
7,-24,-25
7,-23,-25
8,-22,-25
7,-21,-25
47,-20,-25
7,-19,-25
7,-18,-25
7,-17,-25
7,-16,-25
7,-15,-25
7,-14,-25
10,-13,-25
10,-12,-25
74,-11,-25
112,-10,-25
148,-9,-25
266,-8,-25
284,-7,-25
283,-6,-25
283,-5,-25
306,-4,-25
307,-3,-25
307,-2,-25
8,-1,-25
7,0,-25
7,1,-25
48,2,-25
8,3,-25
272,4,-25
281,5,-25
321,6,-25
295,7,-25
272,8,-25
271,9,-25
167,10,-25
160,11,-25
159,12,-25
222,13,-25
249,14,-25
291,15,-25
271,16,-25
302,17,-25
302,18,-25
340,19,-25
375,20,-25
376,21,-25
401,22,-25
424,23,-25
451,24,-25
451,25,-25
499,-35,-24
522,-34,-24
504,-33,-24
344,-32,-24
344,-31,-24
231,-30,-24
313,-29,-24
12,-28,-24
8,-27,-24
7,-26,-24
10,-25,-24
8,-24,-24
7,-23,-24
7,-22,-24
7,-21,-24
7,-20,-24
7,-19,-24
7,-18,-24
51,-17,-24
8,-16,-24
7,-15,-24
7,-14,-24
283,-13,-24
283,-12,-24
372,-11,-24
374,-10,-24
371,-9,-24
346,-8,-24
287,-7,-24
287,-6,-24
287,-5,-24
302,-4,-24
336,-3,-24
336,-2,-24
150,-1,-24
7,0,-24
48,1,-24
7,2,-24
48,3,-24
243,4,-24
319,5,-24
275,6,-24
295,7,-24
298,8,-24
298,9,-24
238,10,-24
143,11,-24
140,12,-24
183,13,-24
236,14,-24
235,15,-24
311,16,-24
310,17,-24
341,18,-24
339,19,-24
372,20,-24
402,21,-24
400,22,-24
432,23,-24
451,24,-24
513,25,-24
539,-35,-23
517,-34,-23
492,-33,-23
341,-32,-23
188,-31,-23
186,-30,-23
313,-29,-23
8,-28,-23
7,-27,-23
10,-26,-23
8,-25,-23
7,-24,-23
7,-23,-23
7,-22,-23
7,-21,-23
48,-20,-23
7,-19,-23
47,-18,-23
8,-17,-23
7,-16,-23
10,-15,-23
19,-14,-23
331,-13,-23
333,-12,-23
346,-11,-23
352,-10,-23
337,-9,-23
359,-8,-23
292,-7,-23
292,-6,-23
291,-5,-23
294,-4,-23
312,-3,-23
312,-2,-23
325,-1,-23
86,0,-23
86,1,-23
19,2,-23
140,3,-23
140,4,-23
274,5,-23
296,6,-23
294,7,-23
295,8,-23
224,9,-23
223,10,-23
146,11,-23
176,12,-23
218,13,-23
223,14,-23
248,15,-23
249,16,-23
287,17,-23
320,18,-23
321,19,-23
363,20,-23
395,21,-23
396,22,-23
408,23,-23
425,24,-23
450,25,-23
532,-35,-22
503,-34,-22
500,-33,-22
387,-32,-22
300,-31,-22
296,-30,-22
294,-29,-22
8,-28,-22
10,-27,-22
8,-26,-22
8,-25,-22
7,-24,-22
48,-23,-22
10,-22,-22
8,-21,-22
8,-20,-22
7,-19,-22
7,-18,-22
7,-17,-22
7,-16,-22
43,-15,-22
41,-14,-22
312,-13,-22
335,-12,-22
291,-11,-22
295,-10,-22
294,-9,-22
296,-8,-22
302,-7,-22
295,-6,-22
295,-5,-22
295,-4,-22
342,-3,-22
348,-2,-22
329,-1,-22
371,0,-22
388,1,-22
388,2,-22
344,3,-22
220,4,-22
220,5,-22
280,6,-22
299,7,-22
301,8,-22
309,9,-22
304,10,-22
302,11,-22
167,12,-22
224,13,-22
223,14,-22
254,15,-22
295,16,-22
295,17,-22
324,18,-22
406,19,-22
356,20,-22
388,21,-22
409,22,-22
409,23,-22
428,24,-22
455,25,-22
536,-35,-21
517,-34,-21
484,-33,-21
434,-32,-21
273,-31,-21
324,-30,-21
247,-29,-21
269,-28,-21
8,-27,-21
7,-26,-21
7,-25,-21
10,-24,-21
7,-23,-21
7,-22,-21
7,-21,-21
7,-20,-21
7,-19,-21
7,-18,-21
7,-17,-21
7,-16,-21
223,-15,-21
302,-14,-21
303,-13,-21
291,-12,-21
311,-11,-21
292,-10,-21
294,-9,-21
338,-8,-21
297,-7,-21
295,-6,-21
294,-5,-21
300,-4,-21
298,-3,-21
302,-2,-21
314,-1,-21
313,0,-21
378,1,-21
360,2,-21
360,3,-21
383,4,-21
292,5,-21
291,6,-21
323,7,-21
307,8,-21
306,9,-21
316,10,-21
296,11,-21
339,12,-21
202,13,-21
235,14,-21
233,15,-21
271,16,-21
309,17,-21
310,18,-21
348,19,-21
375,20,-21
375,21,-21
395,22,-21
413,23,-21
438,24,-21
438,25,-21
548,-35,-20
522,-34,-20
563,-33,-20
322,-32,-20
314,-31,-20
324,-30,-20
299,-29,-20
8,-28,-20
7,-27,-20
8,-26,-20
7,-25,-20
47,-24,-20
8,-23,-20
7,-22,-20
7,-21,-20
7,-20,-20
7,-19,-20
7,-18,-20
7,-17,-20
95,-16,-20
94,-15,-20
302,-14,-20
292,-13,-20
291,-12,-20
295,-11,-20
294,-10,-20
295,-9,-20
317,-8,-20
299,-7,-20
299,-6,-20
298,-5,-20
344,-4,-20
323,-3,-20
303,-2,-20
306,-1,-20
306,0,-20
305,1,-20
309,2,-20
325,3,-20
324,4,-20
431,5,-20
319,6,-20
363,7,-20
306,8,-20
315,9,-20
313,10,-20
332,11,-20
236,12,-20
245,13,-20
231,14,-20
264,15,-20
307,16,-20
302,17,-20
365,18,-20
340,19,-20
368,20,-20
395,21,-20
395,22,-20
444,23,-20
431,24,-20
458,25,-20
498,-35,-19
523,-34,-19
511,-33,-19
419,-32,-19
292,-31,-19
292,-30,-19
350,-29,-19
223,-28,-19
8,-27,-19
7,-26,-19
10,-25,-19
8,-24,-19
7,-23,-19
7,-22,-19
7,-21,-19
48,-20,-19
7,-19,-19
7,-18,-19
9,-17,-19
82,-16,-19
303,-15,-19
302,-14,-19
294,-13,-19
295,-12,-19
339,-11,-19
319,-10,-19
300,-9,-19
303,-8,-19
302,-7,-19
303,-6,-19
306,-5,-19
306,-4,-19
307,-3,-19
351,-2,-19
307,-1,-19
310,0,-19
310,1,-19
310,2,-19
310,3,-19
314,4,-19
313,5,-19
314,6,-19
311,7,-19
310,8,-19
355,9,-19
322,10,-19
370,11,-19
314,12,-19
224,13,-19
223,14,-19
248,15,-19
287,16,-19
288,17,-19
360,18,-19
344,19,-19
345,20,-19
379,21,-19
401,22,-19
421,23,-19
420,24,-19
445,25,-19
529,-35,-18
583,-34,-18
414,-33,-18
417,-32,-18
293,-31,-18
309,-30,-18
224,-29,-18
223,-28,-18
7,-27,-18
7,-26,-18
9,-25,-18
7,-24,-18
7,-23,-18
9,-22,-18
8,-21,-18
7,-20,-18
7,-19,-18
7,-18,-18
84,-17,-18
123,-16,-18
305,-15,-18
298,-14,-18
298,-13,-18
314,-12,-18
300,-11,-18
303,-10,-18
345,-9,-18
303,-8,-18
303,-7,-18
302,-6,-18
323,-5,-18
307,-4,-18
306,-3,-18
356,-2,-18
310,-1,-18
330,0,-18
310,1,-18
314,2,-18
315,3,-18
313,4,-18
313,5,-18
314,6,-18
313,7,-18
310,8,-18
311,9,-18
309,10,-18
362,11,-18
317,12,-18
264,13,-18
238,14,-18
239,15,-18
271,16,-18
310,17,-18
349,18,-18
347,19,-18
368,20,-18
389,21,-18
387,22,-18
409,23,-18
434,24,-18
434,25,-18
533,-35,-17
574,-34,-17
483,-33,-17
304,-32,-17
319,-31,-17
313,-30,-17
307,-29,-17
12,-28,-17
60,-27,-17
8,-26,-17
7,-25,-17
7,-24,-17
7,-23,-17
7,-22,-17
7,-21,-17
7,-20,-17
11,-19,-17
7,-18,-17
10,-17,-17
282,-16,-17
242,-15,-17
322,-14,-17
299,-13,-17
302,-12,-17
303,-11,-17
301,-10,-17
306,-9,-17
305,-8,-17
306,-7,-17
309,-6,-17
310,-5,-17
309,-4,-17
310,-3,-17
310,-2,-17
313,-1,-17
314,0,-17
314,1,-17
313,2,-17
330,3,-17
315,4,-17
313,5,-17
334,6,-17
315,7,-17
313,8,-17
316,9,-17
315,10,-17
362,11,-17
276,12,-17
246,13,-17
245,14,-17
264,15,-17
288,16,-17
287,17,-17
320,18,-17
353,19,-17
402,20,-17
387,21,-17
417,22,-17
415,23,-17
437,24,-17
465,25,-17
534,-35,-16
580,-34,-16
405,-33,-16
403,-32,-16
323,-31,-16
314,-30,-16
314,-29,-16
215,-28,-16
10,-27,-16
8,-26,-16
7,-25,-16
7,-24,-16
7,-23,-16
7,-22,-16
7,-21,-16
7,-20,-16
7,-19,-16
48,-18,-16
7,-17,-16
118,-16,-16
305,-15,-16
303,-14,-16
302,-13,-16
302,-12,-16
352,-11,-16
305,-10,-16
306,-9,-16
309,-8,-16
330,-7,-16
311,-6,-16
313,-5,-16
314,-4,-16
313,-3,-16
383,-2,-16
